start:	Thu May 04 23:57:06 2017
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	”要求，准备申请材料；于11月14日前将完整的申请材料电子版提交至国际处学生科公邮stuex@nju.edu.cn，国际处须于11月15日前帮助提交申请材料。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	1. 由于邮件量较大，为了不耽误回复提问，请学生先点击以下“
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	”网址：
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	请在“问答在线”网页的检索框中输入你们问题中的一个关键词，点击“搜索”按钮检索相关相似问题的回答。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	4. 若涉及“official nomination letter from home university”，则统一由国际处出具。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	“下载中心”下载表格填写）；该协议“监护人”一栏，须由父母或法定监护人亲笔签名，其他任何人员不得代签。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	中的“出国留学”菜单下的“留学须知”和“具体流程”，以及“问答在线”菜单下的内容。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	10. 请依照国际处学生科网页“出国留学”菜单下的要求填写本科生/研究生因公出国（境）申请表”。申请表需在出国前提交至仙林校区扬州楼818室出入境科。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	（请按照“学号+姓名+交流项目+交流时间”的格式命名邮件和附件，例：《121076433张三牛津大学2016年暑期》。）提交邮箱：stuex@nju.edu.cn
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	（一）登录“交换生管理系统”（
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1328.html	），点击“交换项目”开始申请，根据要求认真填写信息并提交。在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	校内申请方式：本科生向教务处交换生系统填报信息，研究生须向研究生院报名，并填报“
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	”（见附件）
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	项目信息1&2
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	由于邮件量较大，为了不耽误回复提问，请学生先点击以下“
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	”网址：
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	请在“问答在线”网页的检索框中输入你们问题中的一个关键词，点击“搜索”按钮检索相关相似问题的回答
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	若涉及“official nomination letter from home university”，则统一由国际处出具。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	“下载中心”下载表格填写）；该协议“监护人”一栏，须由父母或法定监护人亲笔签名，其他任何人员不得代签。具体递交时间请关注邮件通知。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	中的“出国留学”菜单下的“留学须知”和“具体流程”，以及“问答在线”菜单下的内容。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	请依照国际处学生科网页“出国留学”菜单下的要求填写本科生/研究生因公出国（境）申请表”。申请表需在出国前提交至仙林校区扬州楼818室出入境科。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	。回顾交换生活，详细描述交换学校的学习、生活和管理等情况。要求：字数在2000字以上，宋体小四，单倍行距，附至少2张彩色照片。图片格式：jpg格式，图片最低分辨率：450dpi，图片大小：最好为横长型。提交报告后方可领取交换成绩单等证明材料。（请按照“学号+姓名+交流项目+交流时间”的格式命名邮件和附件，例：《121076433张三牛津大学2016年暑期》。）提交邮箱：stuex@nju.edu.cn
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	（一）登录“交换生管理系统”（
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	），点击“交换项目”开始申请，根据要求认真填写信息并提交。在遴选过程中请及时关注学生申请的实时状态和交换生管理系统发布的通知。
location4:not found index:http://stuex.nju.edu.cn/a/changqixiangmu/20161021/1329.html	1、登录学术学位研究生学籍与教学管理系统“
